Distributed environment: NO
Num processes: 1
Process index: 0
Local process index: 0
Device: cuda
Mixed precision type: no

Sample 335243 of the training set: {'input_ids': [101, 192, 223, 1501, 1669, 2579, 1200, 6153, 7677, 175, 177, 7675, 2351, 2273, 1505, 4395, 4334, 309, 241, 6657, 201, 4456, 6576, 179, 176, 179, 102, 6608, 223, 1501, 1669, 891, 2798, 2273, 2051, 6322, 3429, 2285, 179, 102], 'attention_mask': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'labels': 0}.
Sample 58369 of the training set: {'input_ids': [101, 405, 2878, 192, 223, 362, 6317, 6362, 7675, 362, 6153, 6131, 4334, 841, 899, 306, 3926, 179, 102, 405, 2878, 192, 223, 3252, 861, 4334, 841, 899, 306, 3926, 179, 102], 'attention_mask': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'labels': 2}.
Sample 13112 of the training set: {'input_ids': [101, 546, 192, 286, 3385, 2878, 878, 6498, 3242, 6028, 2699, 5218, 4334, 4190, 306, 192, 3022, 7675, 7045, 5557, 2736, 7160, 1960, 1758, 6739, 829, 694, 2714, 1656, 179, 102, 878, 6498, 3242, 6028, 2699, 5218, 4334, 306, 6548, 1960, 201, 1758, 6739, 829, 694, 2714, 1656, 179, 102], 'attention_mask': [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 'labels': 0}.
***** Running training *****
  Num examples = 391783
  Num Epochs = 10
  Instantaneous batch size per device = 32
  Total train batch size (w. parallel, distributed & accumulation) = 32
  Gradient Accumulation steps = 1
completed_steps 2650 - loss: 0.56194901
completed_steps 2700 - loss: 0.80137426
completed_steps 2750 - loss: 0.60887623
completed_steps 2800 - loss: 0.43038118
completed_steps 2850 - loss: 0.71067351
completed_steps 2900 - loss: 0.49736971
completed_steps 2950 - loss: 0.49454960
completed_steps 3000 - loss: 0.65555692
completed_steps 3050 - loss: 0.44964820
completed_steps 3100 - loss: 0.72783792
completed_steps 3150 - loss: 0.40264449
completed_steps 3200 - loss: 0.80180115
completed_steps 3250 - loss: 0.88532150
completed_steps 3300 - loss: 0.43692979
completed_steps 3350 - loss: 0.48191047
completed_steps 3400 - loss: 0.73660553
completed_steps 3450 - loss: 0.70623553
completed_steps 3500 - loss: 0.49810299
completed_steps 3550 - loss: 0.42001688
completed_steps 3600 - loss: 0.45513007
completed_steps 3650 - loss: 0.58763522
completed_steps 3700 - loss: 0.66141844
completed_steps 3750 - loss: 0.51213163
completed_steps 3800 - loss: 0.70730108
completed_steps 3850 - loss: 0.61807567
completed_steps 3900 - loss: 0.60371590
completed_steps 3950 - loss: 0.41489536
completed_steps 4000 - loss: 0.60371685
completed_steps 4050 - loss: 0.52365607
completed_steps 4100 - loss: 0.58077532
completed_steps 4150 - loss: 0.53703094
completed_steps 4200 - loss: 0.34584174
completed_steps 4250 - loss: 0.60900086
completed_steps 4300 - loss: 0.82604355
completed_steps 4350 - loss: 0.49698278
completed_steps 4400 - loss: 0.62061876
completed_steps 4450 - loss: 0.67186475
completed_steps 4500 - loss: 0.52614248
completed_steps 4550 - loss: 0.40855056
completed_steps 4600 - loss: 0.20080265
completed_steps 4650 - loss: 0.35394451
completed_steps 4700 - loss: 0.41087720
completed_steps 4750 - loss: 0.64639986
completed_steps 4800 - loss: 0.68274790
completed_steps 4850 - loss: 0.46240032
completed_steps 4900 - loss: 0.37960991
completed_steps 4950 - loss: 0.38189477
completed_steps 5000 - loss: 0.44247481
completed_steps 5050 - loss: 0.58254802
completed_steps 5100 - loss: 0.33110693
completed_steps 5150 - loss: 0.70147854
completed_steps 5200 - loss: 0.24873285
completed_steps 5250 - loss: 0.79671216
completed_steps 5300 - loss: 0.64718693
completed_steps 5350 - loss: 0.82418555
completed_steps 5400 - loss: 0.92022240
completed_steps 5450 - loss: 0.71428978
completed_steps 5500 - loss: 0.62828559
completed_steps 5550 - loss: 0.63073713
completed_steps 5600 - loss: 0.56513548
completed_steps 5650 - loss: 0.46978688
completed_steps 5700 - loss: 0.55987394
completed_steps 5750 - loss: 0.69107056
completed_steps 5800 - loss: 0.43288165
completed_steps 5850 - loss: 0.44813001
completed_steps 5900 - loss: 0.78606480
completed_steps 5950 - loss: 0.66387534
completed_steps 6000 - loss: 0.83200723
completed_steps 6050 - loss: 0.57115710
completed_steps 6100 - loss: 0.59572333
completed_steps 6150 - loss: 0.69751638
completed_steps 6200 - loss: 0.38644993
completed_steps 6250 - loss: 0.67114687
completed_steps 6300 - loss: 0.68725502
completed_steps 6350 - loss: 0.53732437
completed_steps 6400 - loss: 0.59906346
completed_steps 6450 - loss: 0.39843115
completed_steps 6500 - loss: 0.47477257
completed_steps 6550 - loss: 0.52841318
completed_steps 6600 - loss: 0.60641843
completed_steps 6650 - loss: 0.50392044
completed_steps 6700 - loss: 0.58483392
completed_steps 6750 - loss: 0.55406004
completed_steps 6800 - loss: 0.71254563
completed_steps 6850 - loss: 0.50073576
completed_steps 6900 - loss: 0.57122695
completed_steps 6950 - loss: 0.60903567
completed_steps 7000 - loss: 0.55335975
completed_steps 7050 - loss: 0.61491770
completed_steps 7100 - loss: 0.54622930
completed_steps 7150 - loss: 0.93634272
completed_steps 7200 - loss: 0.65568012
completed_steps 7250 - loss: 0.82441211
completed_steps 7300 - loss: 0.29306015
completed_steps 7350 - loss: 0.61812633
completed_steps 7400 - loss: 0.26921013
completed_steps 7450 - loss: 0.68920374
completed_steps 7500 - loss: 0.44965073
completed_steps 7550 - loss: 0.59177661
completed_steps 7600 - loss: 0.49372521
completed_steps 7650 - loss: 0.45815006
completed_steps 7700 - loss: 0.48922276
completed_steps 7750 - loss: 0.55647689
completed_steps 7800 - loss: 0.37473410
completed_steps 7850 - loss: 0.43274879
completed_steps 7900 - loss: 0.61990231
completed_steps 7950 - loss: 0.46614558
completed_steps 8000 - loss: 0.70007563
completed_steps 8050 - loss: 0.41999239
completed_steps 8100 - loss: 0.40786821
completed_steps 8150 - loss: 0.65415305
completed_steps 8200 - loss: 0.42967889
completed_steps 8250 - loss: 0.25610313
completed_steps 8300 - loss: 0.56374288
completed_steps 8350 - loss: 0.55894309
completed_steps 8400 - loss: 0.58347070
completed_steps 8450 - loss: 0.38396716
completed_steps 8500 - loss: 0.53277212
completed_steps 8550 - loss: 0.58289182
completed_steps 8600 - loss: 0.58003813
completed_steps 8650 - loss: 0.63978320
completed_steps 8700 - loss: 0.48945007
completed_steps 8750 - loss: 0.56252378
completed_steps 8800 - loss: 0.29185101
completed_steps 8850 - loss: 0.38467422
completed_steps 8900 - loss: 0.43521944
completed_steps 8950 - loss: 0.58492887
completed_steps 9000 - loss: 0.66692954
completed_steps 9050 - loss: 0.82959825
completed_steps 9100 - loss: 0.82086515
completed_steps 9150 - loss: 0.49478182
completed_steps 9200 - loss: 0.54628938
completed_steps 9250 - loss: 0.57467234
completed_steps 9300 - loss: 0.94712770
completed_steps 9350 - loss: 0.54878229
completed_steps 9400 - loss: 0.70248550
completed_steps 9450 - loss: 0.79010117
completed_steps 9500 - loss: 0.46970087
completed_steps 9550 - loss: 0.38383418
completed_steps 9600 - loss: 0.52379727
completed_steps 9650 - loss: 0.48571348
completed_steps 9700 - loss: 0.69581169
completed_steps 9750 - loss: 0.36558077
completed_steps 9800 - loss: 0.42009044
completed_steps 9850 - loss: 0.50286686
completed_steps 9900 - loss: 0.50120062
completed_steps 9950 - loss: 0.53757477
completed_steps 10000 - loss: 0.31115898
completed_steps 10050 - loss: 0.46484345
completed_steps 10100 - loss: 0.28376618
completed_steps 10150 - loss: 0.60633236
completed_steps 10200 - loss: 0.73747647
completed_steps 10250 - loss: 0.45342797
completed_steps 10300 - loss: 0.69760221
completed_steps 10350 - loss: 0.45393014
completed_steps 10400 - loss: 0.51281267
completed_steps 10450 - loss: 0.47414643
completed_steps 10500 - loss: 0.34667262
completed_steps 10550 - loss: 0.43036756
completed_steps 10600 - loss: 0.61157215
completed_steps 10650 - loss: 0.46748799
completed_steps 10700 - loss: 0.64594764
completed_steps 10750 - loss: 0.44229627
completed_steps 10800 - loss: 0.60587180
completed_steps 10850 - loss: 0.70529252
completed_steps 10900 - loss: 0.59535533
completed_steps 10950 - loss: 0.71043319
completed_steps 11000 - loss: 0.71127576
completed_steps 11050 - loss: 0.64428383
completed_steps 11100 - loss: 0.46891293
completed_steps 11150 - loss: 0.63826305
completed_steps 11200 - loss: 0.41159022
completed_steps 11250 - loss: 0.63244414
completed_steps 11300 - loss: 0.68127668
completed_steps 11350 - loss: 0.70183510
completed_steps 11400 - loss: 0.52864522
completed_steps 11450 - loss: 0.82177991
completed_steps 11500 - loss: 0.52149647
completed_steps 11550 - loss: 0.53696376
completed_steps 11600 - loss: 0.54246110
completed_steps 11650 - loss: 0.44917846
completed_steps 11700 - loss: 0.38014460
completed_steps 11750 - loss: 0.46786436
completed_steps 11800 - loss: 0.39185277
completed_steps 11850 - loss: 0.45326081
completed_steps 11900 - loss: 0.79473680
completed_steps 11950 - loss: 0.57596719
completed_steps 12000 - loss: 0.67713785
completed_steps 12050 - loss: 0.53204912
completed_steps 12100 - loss: 0.45259559
completed_steps 12150 - loss: 0.55179644
completed_steps 12200 - loss: 0.57939631
epoch 0: {'accuracy': 0.8063066742913161}
completed_steps 12250 - loss: 0.38115427
completed_steps 12300 - loss: 0.76300126
completed_steps 12350 - loss: 0.47354287
completed_steps 12400 - loss: 0.46531439
completed_steps 12450 - loss: 0.42833546
completed_steps 12500 - loss: 0.29713127
completed_steps 12550 - loss: 0.44127846
completed_steps 12600 - loss: 0.36904854
completed_steps 12650 - loss: 0.29796642
completed_steps 12700 - loss: 0.48744279
completed_steps 12750 - loss: 0.30361670
completed_steps 12800 - loss: 0.50255483
completed_steps 12850 - loss: 0.50574398
completed_steps 12900 - loss: 0.53803974
completed_steps 12950 - loss: 0.40914157
completed_steps 13000 - loss: 0.56767327
completed_steps 13050 - loss: 0.26274115
completed_steps 13100 - loss: 0.50810468
completed_steps 13150 - loss: 0.37502083
completed_steps 13200 - loss: 0.18201955
completed_steps 13250 - loss: 0.29882517
completed_steps 13300 - loss: 0.27214709
completed_steps 13350 - loss: 0.48937100
completed_steps 13400 - loss: 0.23357549
completed_steps 13450 - loss: 0.62005508
completed_steps 13500 - loss: 0.59350026
completed_steps 13550 - loss: 0.47423914
completed_steps 13600 - loss: 0.53455943
completed_steps 13650 - loss: 0.27099508
completed_steps 13700 - loss: 0.52901918
completed_steps 13750 - loss: 0.46637750
completed_steps 13800 - loss: 0.35525221
completed_steps 13850 - loss: 0.57511824
completed_steps 13900 - loss: 0.46360525
completed_steps 13950 - loss: 0.48918295
completed_steps 14000 - loss: 0.30184272
completed_steps 14050 - loss: 0.41995680
completed_steps 14100 - loss: 0.54649270
completed_steps 14150 - loss: 0.42209271
completed_steps 14200 - loss: 0.30409405
completed_steps 14250 - loss: 0.33445579
completed_steps 14300 - loss: 0.49764487
completed_steps 14350 - loss: 0.35419658
completed_steps 14400 - loss: 0.42221618
completed_steps 14450 - loss: 0.45047167
completed_steps 14500 - loss: 0.46046370
completed_steps 14550 - loss: 0.66202778
completed_steps 14600 - loss: 0.66061622
completed_steps 14650 - loss: 0.45624453
completed_steps 14700 - loss: 0.43875825
completed_steps 14750 - loss: 0.34224665
completed_steps 14800 - loss: 0.47144240
completed_steps 14850 - loss: 0.37185556
completed_steps 14900 - loss: 0.37291130
completed_steps 14950 - loss: 0.50227076
completed_steps 15000 - loss: 0.55055195
completed_steps 15050 - loss: 0.39059535
completed_steps 15100 - loss: 0.36014208
completed_steps 15150 - loss: 0.42140952
completed_steps 15200 - loss: 0.38507074
completed_steps 15250 - loss: 0.41745132
completed_steps 15300 - loss: 0.31678146
completed_steps 15350 - loss: 0.47150949
completed_steps 15400 - loss: 0.68414152
completed_steps 15450 - loss: 0.34303963
completed_steps 15500 - loss: 0.46813759
completed_steps 15550 - loss: 0.68578023
completed_steps 15600 - loss: 0.82572919
completed_steps 15650 - loss: 0.47332096
completed_steps 15700 - loss: 0.65709740
completed_steps 15750 - loss: 0.50303233
completed_steps 15800 - loss: 0.26383373
completed_steps 15850 - loss: 0.24914721
completed_steps 15900 - loss: 0.25248623
completed_steps 15950 - loss: 0.29520231
completed_steps 16000 - loss: 0.37593785
completed_steps 16050 - loss: 0.46306086
completed_steps 16100 - loss: 0.37434372
completed_steps 16150 - loss: 0.29677516
completed_steps 16200 - loss: 0.42748523
completed_steps 16250 - loss: 0.39665398
completed_steps 16300 - loss: 0.47633281
completed_steps 16350 - loss: 0.54202908
completed_steps 16400 - loss: 0.65790713
completed_steps 16450 - loss: 0.45121720
completed_steps 16500 - loss: 0.34788880
completed_steps 16550 - loss: 0.39526501
completed_steps 16600 - loss: 0.49992889
completed_steps 16650 - loss: 0.51650625
completed_steps 16700 - loss: 0.54694474
completed_steps 16750 - loss: 0.50409657
completed_steps 16800 - loss: 0.65151387
completed_steps 16850 - loss: 0.39656046
completed_steps 16900 - loss: 0.47370291
completed_steps 16950 - loss: 0.60103291
completed_steps 17000 - loss: 0.37674922
completed_steps 17050 - loss: 0.34508544
completed_steps 17100 - loss: 0.62541831
completed_steps 17150 - loss: 0.54467022
completed_steps 17200 - loss: 0.58219051
completed_steps 17250 - loss: 0.52073658
completed_steps 17300 - loss: 0.75197726
completed_steps 17350 - loss: 0.45512676
completed_steps 17400 - loss: 0.23710807
completed_steps 17450 - loss: 0.32269150
completed_steps 17500 - loss: 0.43833593
completed_steps 17550 - loss: 0.29556090
completed_steps 17600 - loss: 0.47468695
completed_steps 17650 - loss: 0.38383627
completed_steps 17700 - loss: 0.54699743
completed_steps 17750 - loss: 0.31948635
completed_steps 17800 - loss: 0.35525146
completed_steps 17850 - loss: 0.67768884
completed_steps 17900 - loss: 0.51473820
completed_steps 17950 - loss: 0.28910962
completed_steps 18000 - loss: 0.20385586
completed_steps 18050 - loss: 0.35930651
completed_steps 18100 - loss: 0.56983089
completed_steps 18150 - loss: 0.47189328
completed_steps 18200 - loss: 0.33367443
completed_steps 18250 - loss: 0.40147838
completed_steps 18300 - loss: 0.60657382
completed_steps 18350 - loss: 0.26785362
completed_steps 18400 - loss: 0.58728939
completed_steps 18450 - loss: 0.54317242
completed_steps 18500 - loss: 0.31632465
completed_steps 18550 - loss: 0.23328279
completed_steps 18600 - loss: 0.37584630
completed_steps 18650 - loss: 0.60462594
completed_steps 18700 - loss: 0.30877972
completed_steps 18750 - loss: 0.42081863
completed_steps 18800 - loss: 0.50299323
completed_steps 18850 - loss: 0.43218863
completed_steps 18900 - loss: 0.43672481
completed_steps 18950 - loss: 0.33066392
completed_steps 19000 - loss: 0.32008651
completed_steps 19050 - loss: 0.40386325
completed_steps 19100 - loss: 0.45222250
completed_steps 19150 - loss: 0.56464732
completed_steps 19200 - loss: 0.32808203
completed_steps 19250 - loss: 0.70873922
completed_steps 19300 - loss: 0.78153706
completed_steps 19350 - loss: 0.16781062
completed_steps 19400 - loss: 0.42643219
completed_steps 19450 - loss: 0.46219990
completed_steps 19500 - loss: 0.51181287
completed_steps 19550 - loss: 0.34819645
completed_steps 19600 - loss: 0.60538870
completed_steps 19650 - loss: 0.31812131
completed_steps 19700 - loss: 0.44891468
completed_steps 19750 - loss: 0.45411408
completed_steps 19800 - loss: 0.40531519
completed_steps 19850 - loss: 0.26496294
completed_steps 19900 - loss: 0.65069360
completed_steps 19950 - loss: 0.33690697
completed_steps 20000 - loss: 0.75199699
completed_steps 20050 - loss: 0.44077519
completed_steps 20100 - loss: 0.34093797
completed_steps 20150 - loss: 0.49478012
completed_steps 20200 - loss: 0.46598667
completed_steps 20250 - loss: 0.60681075
completed_steps 20300 - loss: 0.46915758
completed_steps 20350 - loss: 0.20566958
completed_steps 20400 - loss: 0.40992090
completed_steps 20450 - loss: 0.48948553
completed_steps 20500 - loss: 0.20148309
completed_steps 20550 - loss: 0.49849164
completed_steps 20600 - loss: 0.20988385
completed_steps 20650 - loss: 0.45374763
completed_steps 20700 - loss: 0.48504046
completed_steps 20750 - loss: 0.33104625
completed_steps 20800 - loss: 0.51722836
completed_steps 20850 - loss: 0.35746557
completed_steps 20900 - loss: 0.44536686
completed_steps 20950 - loss: 0.42642760
completed_steps 21000 - loss: 0.59411705
completed_steps 21050 - loss: 0.37557274
completed_steps 21100 - loss: 0.58424407
completed_steps 21150 - loss: 0.58669263
completed_steps 21200 - loss: 0.41664818
completed_steps 21250 - loss: 0.51211852
completed_steps 21300 - loss: 0.37395123
completed_steps 21350 - loss: 0.59921986
completed_steps 21400 - loss: 0.62462527
completed_steps 21450 - loss: 0.34824318
completed_steps 21500 - loss: 0.49481511
completed_steps 21550 - loss: 0.45136583
completed_steps 21600 - loss: 0.40723467
completed_steps 21650 - loss: 0.26026684
completed_steps 21700 - loss: 0.28930604
completed_steps 21750 - loss: 0.25247756
completed_steps 21800 - loss: 0.36872882
completed_steps 21850 - loss: 0.39782524
completed_steps 21900 - loss: 0.53483510
completed_steps 21950 - loss: 0.47050098
completed_steps 22000 - loss: 0.60920882
completed_steps 22050 - loss: 0.49458733
completed_steps 22100 - loss: 0.85109723
completed_steps 22150 - loss: 0.58761555
completed_steps 22200 - loss: 0.36170322
completed_steps 22250 - loss: 0.29161346
completed_steps 22300 - loss: 0.43983677
completed_steps 22350 - loss: 0.31451654
completed_steps 22400 - loss: 0.40249667
completed_steps 22450 - loss: 0.35411128
completed_steps 22500 - loss: 0.41062215
completed_steps 22550 - loss: 0.33594885
completed_steps 22600 - loss: 0.59707344
completed_steps 22650 - loss: 0.53729135
completed_steps 22700 - loss: 0.35258785
completed_steps 22750 - loss: 0.65486890
completed_steps 22800 - loss: 0.64940780
completed_steps 22850 - loss: 0.37631121
completed_steps 22900 - loss: 0.29701313
completed_steps 22950 - loss: 0.54514736
completed_steps 23000 - loss: 0.67329717
completed_steps 23050 - loss: 0.20596051
completed_steps 23100 - loss: 0.42386144
completed_steps 23150 - loss: 0.45248458
completed_steps 23200 - loss: 0.29485542
completed_steps 23250 - loss: 0.34448558
completed_steps 23300 - loss: 0.46248817
completed_steps 23350 - loss: 0.42797962
completed_steps 23400 - loss: 0.65246886
completed_steps 23450 - loss: 0.23867621
completed_steps 23500 - loss: 0.21558456
completed_steps 23550 - loss: 0.33693767
completed_steps 23600 - loss: 0.44119200
completed_steps 23650 - loss: 0.49602246
completed_steps 23700 - loss: 0.29370889
completed_steps 23750 - loss: 0.37053955
completed_steps 23800 - loss: 0.51426339
completed_steps 23850 - loss: 0.45840365
completed_steps 23900 - loss: 0.32919541
completed_steps 23950 - loss: 0.24370424
completed_steps 24000 - loss: 0.39184111
completed_steps 24050 - loss: 0.64284098
completed_steps 24100 - loss: 0.48046181
completed_steps 24150 - loss: 0.48454708
completed_steps 24200 - loss: 0.31585917
completed_steps 24250 - loss: 0.19209382
completed_steps 24300 - loss: 0.45962977
completed_steps 24350 - loss: 0.28160718
completed_steps 24400 - loss: 0.22210845
completed_steps 24450 - loss: 0.41846597
epoch 1: {'accuracy': 0.8090842251450044}
completed_steps 24500 - loss: 0.26772922
completed_steps 24550 - loss: 0.22862482
completed_steps 24600 - loss: 0.37209928
completed_steps 24650 - loss: 0.36191705
completed_steps 24700 - loss: 0.26131019
completed_steps 24750 - loss: 0.60615587
completed_steps 24800 - loss: 0.08456837
completed_steps 24850 - loss: 0.22743136
completed_steps 24900 - loss: 0.25059271
completed_steps 24950 - loss: 0.29503933
completed_steps 25000 - loss: 0.35828361
completed_steps 25050 - loss: 0.23702273
completed_steps 25100 - loss: 0.20380320
completed_steps 25150 - loss: 0.23863819
completed_steps 25200 - loss: 0.29741421
completed_steps 25250 - loss: 0.18780257
completed_steps 25300 - loss: 0.46453276
completed_steps 25350 - loss: 0.41673648
completed_steps 25400 - loss: 0.33538407
completed_steps 25450 - loss: 0.43968633
completed_steps 25500 - loss: 0.41377810
completed_steps 25550 - loss: 0.45692557
completed_steps 25600 - loss: 0.20969827
completed_steps 25650 - loss: 0.28799582
completed_steps 25700 - loss: 0.22936746
completed_steps 25750 - loss: 0.21281292
completed_steps 25800 - loss: 0.41569379
completed_steps 25850 - loss: 0.35305795
completed_steps 25900 - loss: 0.55987316
completed_steps 25950 - loss: 0.21520945
completed_steps 26000 - loss: 0.14659360
completed_steps 26050 - loss: 0.27328306
completed_steps 26100 - loss: 0.53471023
completed_steps 26150 - loss: 0.31740728
completed_steps 26200 - loss: 0.11244436
completed_steps 26250 - loss: 0.31856871
completed_steps 26300 - loss: 0.25862655
completed_steps 26350 - loss: 0.33880714
completed_steps 26400 - loss: 0.24881388
completed_steps 26450 - loss: 0.42838883
completed_steps 26500 - loss: 0.26460582
completed_steps 26550 - loss: 0.37078413
completed_steps 26600 - loss: 0.10591882
completed_steps 26650 - loss: 0.37778845
completed_steps 26700 - loss: 0.23687960
completed_steps 26750 - loss: 0.41310030
completed_steps 26800 - loss: 0.11775245
completed_steps 26850 - loss: 0.21020482
completed_steps 26900 - loss: 0.20918366
completed_steps 26950 - loss: 0.19580121
completed_steps 27000 - loss: 0.28791672
completed_steps 27050 - loss: 0.44233146
completed_steps 27100 - loss: 0.29778993
completed_steps 27150 - loss: 0.32370663
completed_steps 27200 - loss: 0.41881189
completed_steps 27250 - loss: 0.34062314
completed_steps 27300 - loss: 0.47365919
completed_steps 27350 - loss: 0.34252089
completed_steps 27400 - loss: 0.14619356
completed_steps 27450 - loss: 0.46237496
completed_steps 27500 - loss: 0.52663249
completed_steps 27550 - loss: 0.68525785
completed_steps 27600 - loss: 0.18919766
completed_steps 27650 - loss: 0.29326394
completed_steps 27700 - loss: 0.51755255
completed_steps 27750 - loss: 0.35195136
completed_steps 27800 - loss: 0.28323328
completed_steps 27850 - loss: 0.24869283
completed_steps 27900 - loss: 0.17246135
completed_steps 27950 - loss: 0.23101445
completed_steps 28000 - loss: 0.49805841
completed_steps 28050 - loss: 0.32455528
completed_steps 28100 - loss: 0.41038564
completed_steps 28150 - loss: 0.40080020
completed_steps 28200 - loss: 0.38282830
completed_steps 28250 - loss: 0.30467278
completed_steps 28300 - loss: 0.18201461
completed_steps 28350 - loss: 0.35833865
completed_steps 28400 - loss: 0.34241772
completed_steps 28450 - loss: 0.18176331
completed_steps 28500 - loss: 0.41748798
completed_steps 28550 - loss: 0.35260510
completed_steps 28600 - loss: 0.30928135
completed_steps 28650 - loss: 0.14706573
completed_steps 28700 - loss: 0.12708059
completed_steps 28750 - loss: 0.35613567
completed_steps 28800 - loss: 0.20072138
completed_steps 28850 - loss: 0.33250019
completed_steps 28900 - loss: 0.37144658
completed_steps 28950 - loss: 0.24596310
completed_steps 29000 - loss: 0.24907883
completed_steps 29050 - loss: 0.26257536
completed_steps 29100 - loss: 0.45690417
completed_steps 29150 - loss: 0.21411175
completed_steps 29200 - loss: 0.17158823
completed_steps 29250 - loss: 0.33123761
completed_steps 29300 - loss: 0.27594060
completed_steps 29350 - loss: 0.49894056
completed_steps 29400 - loss: 0.20631924
completed_steps 29450 - loss: 0.45838302
completed_steps 29500 - loss: 0.28832138
completed_steps 29550 - loss: 0.16002904
completed_steps 29600 - loss: 0.59326673
completed_steps 29650 - loss: 0.38093105
